,label
243,Defeat
244,Draw
245,Draw
246,Defeat
247,Draw
248,Win
249,Win
250,Win
251,Win
252,Draw
253,Win
254,Draw
255,Win
256,Draw
257,Draw
258,Win
259,Win
260,Win
261,Draw
262,Draw
263,Defeat
264,Win
265,Defeat
266,Draw
267,Defeat
268,Draw
269,Draw
270,Win
271,Draw
272,Win
273,Draw
274,Win
275,Win
276,Win
277,Draw
278,Win
279,Draw
280,Draw
281,Defeat
282,Defeat
283,Draw
284,Win
285,Win
286,Defeat
287,Defeat
288,Draw
289,Win
290,Win
291,Draw
292,Defeat
293,Draw
294,Draw
295,Win
296,Win
297,Defeat
298,Draw
299,Win
300,Win
301,Win
302,Win
303,Win
304,Win
305,Defeat
306,Win
307,Win
308,Defeat
309,Win
310,Win
311,Defeat
312,Draw
313,Draw
314,Win
315,Win
316,Win
317,Win
318,Defeat
319,Defeat
320,Win
321,Win
322,Draw
323,Win
324,Draw
325,Win
326,Win
327,Win
328,Win
329,Defeat
330,Defeat
331,Draw
332,Defeat
333,Win
334,Win
335,Win
336,Draw
337,Win
338,Defeat
339,Defeat
340,Defeat
341,Win
342,Draw
343,Draw
344,Win
345,Defeat
346,Win
347,Draw
348,Win
349,Draw
350,Win
351,Win
352,Draw
353,Win
354,Defeat
355,Win
356,Win
357,Win
358,Defeat
359,Defeat
360,Win
361,Win
362,Win
363,Defeat
364,Win
365,Defeat
366,Defeat
367,Draw
368,Draw
369,Draw
370,Win
371,Defeat
372,Draw
373,Draw
374,Defeat
375,Win
376,Win
377,Draw
378,Win
379,Defeat
380,Defeat
381,Win
382,Draw
383,Draw
384,Defeat
385,Win
386,Win
387,Defeat
388,Win
389,Win
390,Draw
391,Draw
392,Win
393,Draw
394,Draw
395,Win
396,Win
397,Draw
398,Draw
399,Draw
400,Draw
401,Win
402,Win
403,Draw
404,Draw
405,Draw
406,Win
407,Win
408,Defeat
409,Win
410,Draw
411,Win
412,Win
413,Defeat
414,Draw
415,Draw
416,Win
417,Win
418,Win
419,Defeat
420,Defeat
421,Win
422,Draw
423,Win
424,Win
425,Win
426,Draw
427,Win
428,Draw
429,Defeat
430,Defeat
431,Defeat
432,Win
433,Win
434,Defeat
435,Win
436,Win
437,Draw
438,Defeat
439,Defeat
440,Defeat
441,Defeat
442,Defeat
443,Draw
444,Win
445,Defeat
446,Win
447,Win
448,Win
449,Draw
450,Win
451,Defeat
452,Draw
453,Defeat
454,Draw
455,Win
456,Win
457,Defeat
458,Draw
459,Defeat
460,Win
461,Win
462,Win
463,Win
464,Win
465,Draw
466,Win
467,Defeat
468,Win
469,Win
470,Win
471,Draw
472,Draw
473,Win
474,Draw
475,Win
476,Defeat
477,Win
478,Win
479,Win
480,Defeat
481,Win
482,Win
483,Win
484,Win
485,Win
486,Win
487,Win
488,Win
489,Defeat
490,Win
491,Win
492,Defeat
493,Draw
494,Defeat
495,Draw
496,Win
497,Draw
498,Draw
499,Draw
500,Win
501,Draw
502,Defeat
503,Win
504,Defeat
505,Win
506,Win
507,Defeat
508,Defeat
509,Win
510,Defeat
511,Win
512,Draw
513,Win
514,Defeat
515,Win
516,Defeat
517,Win
518,Win
519,Win
520,Draw
521,Win
522,Win
523,Draw
524,Defeat
525,Win
526,Draw
527,Defeat
528,Draw
529,Win
530,Defeat
531,Win
532,Draw
533,Win
534,Draw
535,Draw
536,Draw
537,Defeat
538,Win
539,Defeat
540,Win
541,Win
542,Win
543,Draw
544,Draw
545,Win
546,Draw
547,Defeat
548,Win
549,Draw
550,Defeat
551,Draw
552,Win
553,Win
554,Defeat
555,Defeat
556,Win
557,Defeat
558,Win
559,Defeat
560,Defeat
561,Win
562,Win
563,Defeat
564,Win
565,Draw
566,Win
567,Defeat
568,Win
569,Defeat
570,Win
571,Win
572,Win
573,Win
574,Win
575,Win
576,Defeat
577,Win
578,Defeat
579,Defeat
580,Defeat
581,Win
582,Defeat
583,Win
584,Win
585,Win
586,Draw
587,Draw
588,Win
589,Defeat
590,Draw
591,Draw
592,Win
593,Draw
594,Draw
595,Defeat
596,Win
597,Win
598,Defeat
599,Win
600,Win
601,Win
602,Draw
603,Defeat
604,Defeat
605,Win
606,Defeat
607,Defeat
608,Draw
609,Win
610,Win
611,Draw
612,Draw
613,Defeat
614,Defeat
615,Defeat
616,Win
617,Win
618,Defeat
619,Defeat
620,Defeat
621,Win
622,Defeat
623,Draw
624,Win
625,Defeat
626,Win
627,Draw
628,Draw
629,Draw
630,Draw
631,Defeat
632,Win
633,Win
634,Win
635,Draw
636,Defeat
637,Draw
638,Win
639,Defeat
640,Defeat
641,Defeat
642,Defeat
643,Draw
644,Defeat
645,Draw
646,Draw
647,Draw
648,Win
649,Win
650,Defeat
651,Win
652,Win
653,Draw
654,Defeat
655,Win
656,Draw
657,Defeat
658,Win
659,Defeat
660,Defeat
661,Draw
662,Win
663,Draw
664,Win
665,Win
666,Win
667,Win
668,Draw
669,Win
670,Win
671,Win
672,Win
673,Win
674,Defeat
675,Win
676,Defeat
677,Defeat
678,Win
679,Win
680,Win
681,Defeat
682,Win
683,Win
684,Win
685,Draw
686,Defeat
687,Defeat
688,Defeat
689,Draw
690,Draw
691,Win
692,Defeat
693,Defeat
694,Defeat
695,Win
696,Win
697,Defeat
698,Defeat
699,Win
700,Defeat
701,Win
702,Win
703,Draw
704,Draw
705,Defeat
706,Draw
707,Draw
708,Defeat
709,Defeat
710,Draw
711,Win
712,Win
713,Defeat
714,Win
715,Win
716,Defeat
717,Win
718,Win
719,Win
720,Draw
721,Defeat
722,Win
723,Win
724,Win
725,Win
726,Draw
727,Win
728,Defeat
729,Defeat
730,Win
731,Draw
732,Draw
733,Defeat
734,Defeat
735,Defeat
736,Draw
737,Draw
738,Defeat
739,Win
740,Defeat
741,Draw
742,Draw
743,Defeat
744,Defeat
745,Win
746,Defeat
747,Win
748,Defeat
749,Defeat
750,Draw
751,Win
752,Draw
753,Win
754,Win
755,Draw
756,Win
757,Win
758,Defeat
759,Win
760,Win
761,Win
762,Defeat
763,Win
764,Draw
765,Win
766,Win
767,Defeat
768,Defeat
769,Draw
770,Defeat
771,Win
772,Win
773,Defeat
774,Draw
775,Win
776,Win
777,Win
778,Win
779,Win
780,Draw
781,Defeat
782,Draw
783,Win
784,Win
785,Draw
786,Win
787,Defeat
788,Win
789,Draw
790,Draw
791,Defeat
792,Win
793,Draw
794,Defeat
795,Draw
796,Defeat
797,Win
798,Defeat
799,Draw
800,Defeat
801,Win
802,Defeat
803,Win
804,Win
805,Win
806,Defeat
807,Defeat
808,Draw
809,Defeat
810,Win
811,Draw
812,Win
813,Defeat
814,Defeat
815,Win
816,Defeat
817,Win
818,Defeat
819,Defeat
820,Defeat
821,Defeat
822,Win
823,Draw
824,Win
825,Win
826,Win
827,Win
828,Win
829,Win
830,Draw
831,Defeat
832,Win
833,Draw
834,Defeat
835,Defeat
836,Win
837,Draw
838,Win
839,Defeat
840,Win
841,Draw
842,Win
843,Defeat
844,Win
845,Defeat
846,Win
847,Win
848,Draw
849,Draw
850,Defeat
851,Win
852,Win
853,Draw
854,Win
855,Defeat
856,Defeat
857,Win
858,Defeat
859,Win
860,Defeat
861,Win
862,Win
863,Draw
864,Defeat
865,Win
866,Win
867,Draw
868,Defeat
869,Defeat
870,Win
871,Defeat
872,Win
873,Draw
874,Win
875,Defeat
876,Defeat
877,Defeat
878,Draw
879,Draw
880,Defeat
881,Win
882,Win
883,Win
884,Defeat
885,Draw
886,Defeat
887,Defeat
888,Win
889,Draw
890,Win
891,Draw
892,Defeat
893,Win
894,Draw
895,Win
896,Win
897,Defeat
898,Defeat
899,Win
900,Draw
901,Defeat
902,Draw
903,Draw
904,Draw
905,Draw
906,Defeat
907,Defeat
908,Win
909,Win
910,Defeat
911,Win
912,Defeat
913,Win
914,Win
915,Draw
916,Win
917,Win
918,Win
919,Defeat
920,Win
921,Defeat
922,Win
923,Win
924,Win
925,Win
926,Win
927,Defeat
928,Win
929,Win
930,Win
931,Defeat
932,Draw
933,Draw
934,Defeat
935,Draw
936,Draw
937,Defeat
938,Win
939,Defeat
940,Defeat
941,Win
942,Defeat
943,Defeat
944,Draw
945,Draw
946,Draw
947,Win
948,Win
949,Draw
950,Win
951,Win
952,Draw
953,Draw
954,Win
955,Draw
956,Win
957,Draw
958,Defeat
959,Win
960,Defeat
961,Win
962,Draw
963,Defeat
964,Draw
965,Win
966,Draw
967,Win
968,Defeat
969,Draw
970,Defeat
971,Defeat
972,Win
973,Draw
974,Win
975,Win
976,Win
977,Defeat
978,Win
979,Defeat
980,Win
981,Defeat
982,Draw
983,Draw
984,Draw
985,Draw
986,Defeat
987,Win
988,Win
989,Defeat
990,Win
991,Win
992,Win
993,Win
994,Win
995,Draw
996,Win
997,Win
998,Draw
999,Win
1000,Win
1001,Win
1002,Win
1003,Draw
1004,Draw
1005,Defeat
1006,Win
1007,Defeat
1008,Win
1009,Defeat
1010,Defeat
1011,Defeat
1012,Win
1013,Defeat
1014,Win
1015,Draw
1016,Defeat
1017,Defeat
1018,Defeat
1019,Defeat
1020,Defeat
1021,Win
1022,Win
1023,Win
1024,Win
1025,Win
1026,Draw
1027,Defeat
1028,Draw
1029,Defeat
1030,Win
1031,Defeat
1032,Win
1033,Draw
1034,Draw
1035,Defeat
1036,Defeat
1037,Win
1038,Win
1039,Win
1040,Defeat
1041,Win
1042,Draw
1043,Draw
1044,Win
1045,Draw
1046,Win
1047,Draw
1048,Win
1049,Win
1050,Defeat
1051,Draw
1052,Win
1053,Defeat
1054,Defeat
1055,Defeat
1056,Win
1057,Defeat
1058,Defeat
1059,Defeat
1060,Win
1061,Draw
1062,Draw
1063,Defeat
1064,Defeat
1065,Win
1066,Draw
1067,Draw
1068,Win
1069,Draw
1070,Win
1071,Defeat
1072,Draw
1073,Defeat
1074,Win
1075,Win
1076,Win
1077,Win
1078,Defeat
1079,Draw
1080,Win
1081,Defeat
1082,Defeat
1083,Win
1084,Win
1085,Win
1086,Defeat
1087,Draw
1088,Win
1089,Win
1090,Win
1091,Win
1092,Win
1093,Defeat
1094,Win
1095,Defeat
1096,Win
1097,Win
1098,Draw
1099,Defeat
1100,Draw
1101,Win
1102,Win
1103,Defeat
1104,Draw
1105,Draw
1106,Draw
1107,Win
1108,Defeat
1109,Defeat
1110,Win
1111,Win
1112,Win
1113,Draw
1114,Win
1115,Defeat
1116,Defeat
1117,Win
1118,Defeat
1119,Draw
1120,Defeat
1121,Defeat
1122,Defeat
1123,Draw
1124,Win
1125,Win
1126,Win
1127,Defeat
1128,Draw
1129,Win
1130,Defeat
1131,Win
1132,Win
1133,Win
1134,Defeat
1135,Draw
1136,Win
1137,Win
1138,Draw
1139,Win
1140,Win
1141,Defeat
1142,Defeat
1143,Win
1144,Draw
1145,Defeat
1146,Win
1147,Win
1148,Draw
1149,Win
1150,Win
1151,Win
1152,Win
1153,Draw
1154,Draw
1155,Draw
1156,Win
1157,Draw
1158,Win
1159,Draw
1160,Draw
1161,Win
1162,Win
1163,Win
1164,Win
1165,Win
1166,Draw
1167,Defeat
1168,Win
1169,Draw
1170,Win
1171,Draw
1172,Win
1173,Win
1174,Win
1175,Win
1176,Win
1177,Win
1178,Win
1179,Defeat
1180,Win
1181,Win
1182,Draw
1183,Draw
1184,Draw
1185,Win
1186,Win
1187,Win
1188,Draw
1189,Win
1190,Defeat
1191,Defeat
1192,Defeat
1193,Defeat
1194,Draw
1195,Defeat
1196,Draw
1197,Draw
1198,Win
1199,Defeat
1200,Draw
1201,Win
1202,Win
1203,Win
1204,Win
1205,Defeat
1206,Draw
1207,Defeat
1208,Win
1209,Defeat
1210,Win
1211,Draw
1212,Defeat
1213,Win
1214,Defeat
1215,Draw
1216,Win
1217,Defeat
1218,Win
1219,Defeat
1220,Win
1221,Win
1222,Win
1223,Win
1224,Win
1225,Draw
1226,Win
1227,Defeat
1228,Defeat
1229,Win
1230,Win
1231,Win
1232,Win
1233,Win
1234,Win
1235,Draw
1236,Win
1237,Win
1238,Draw
1239,Defeat
1240,Win
1241,Win
1242,Win
1243,Win
1244,Defeat
1245,Defeat
1246,Defeat
1247,Defeat
1248,Win
1249,Defeat
1250,Draw
1251,Win
1252,Defeat
1253,Draw
1254,Draw
1255,Draw
1256,Defeat
1257,Win
1258,Defeat
1259,Defeat
1260,Draw
1261,Draw
1262,Defeat
1263,Win
1264,Draw
1265,Defeat
1266,Win
1267,Draw
1268,Win
1269,Win
1270,Draw
1271,Draw
1272,Defeat
1273,Defeat
1274,Draw
1275,Draw
1276,Defeat
1277,Win
1278,Draw
1279,Win
1280,Defeat
1281,Win
1282,Defeat
1283,Defeat
1284,Draw
1285,Defeat
1286,Draw
1287,Defeat
1288,Draw
1289,Win
1290,Draw
1291,Win
1292,Draw
1293,Win
1294,Draw
1295,Defeat
1296,Defeat
1297,Draw
1298,Win
1299,Draw
1300,Win
1301,Draw
1302,Defeat
1303,Draw
1304,Win
1305,Win
1306,Win
1307,Win
1308,Win
1309,Defeat
1310,Win
1311,Draw
1312,Draw
1313,Draw
1314,Defeat
1315,Win
1316,Defeat
1317,Defeat
1318,Win
1319,Win
1320,Win
1321,Defeat
1322,Win
1323,Draw
1324,Win
1325,Defeat
1326,Defeat
1327,Win
1328,Defeat
1329,Win
1330,Win
1331,Win
1332,Win
1333,Defeat
1334,Draw
1335,Draw
1336,Defeat
1337,Win
1338,Defeat
1339,Win
1340,Win
1341,Win
1342,Win
1343,Draw
1344,Draw
1345,Defeat
1346,Win
1347,Draw
1348,Win
1349,Draw
1350,Defeat
1351,Draw
1352,Win
1353,Win
1354,Win
1355,Defeat
1356,Win
1357,Defeat
1358,Win
1359,Win
1360,Win
1361,Win
1362,Defeat
1363,Defeat
1364,Draw
1365,Draw
1366,Win
1367,Draw
1368,Win
1369,Win
1370,Draw
1371,Win
1372,Draw
1373,Draw
1374,Draw
1375,Win
1376,Win
1377,Draw
1378,Win
1379,Win
1380,Draw
1381,Defeat
1382,Win
1383,Win
1384,Defeat
1385,Defeat
1386,Defeat
1387,Draw
1388,Draw
1389,Win
1390,Draw
1391,Draw
1392,Defeat
1393,Draw
1394,Draw
1395,Win
1396,Defeat
1397,Draw
1398,Win
1399,Draw
1400,Draw
1401,Win
1402,Draw
1403,Win
1404,Win
1405,Win
1406,Defeat
1407,Win
1408,Win
1409,Defeat
1410,Defeat
1411,Win
1412,Defeat
1413,Defeat
1414,Win
1415,Draw
1416,Defeat
1417,Defeat
1418,Win
1419,Draw
1420,Defeat
1421,Win
1422,Draw
1423,Defeat
1424,Draw
1425,Win
1426,Win
1427,Win
1428,Win
1429,Draw
1430,Defeat
1431,Win
1432,Draw
1433,Defeat
1434,Draw
1435,Win
1436,Win
1437,Defeat
1438,Win
1439,Draw
1440,Win
1441,Win
1442,Win
1443,Win
1444,Win
1445,Win
1446,Defeat
1447,Win
1448,Defeat
1449,Win
1450,Defeat
1451,Draw
1452,Win
1453,Draw
1454,Win
1455,Defeat
1456,Draw
1457,Draw
1458,Defeat
1459,Win
1460,Draw
1461,Win
1462,Draw
1463,Win
1464,Win
1465,Win
1466,Defeat
1467,Draw
1468,Win
1469,Win
1470,Defeat
1471,Draw
1472,Win
1473,Win
1474,Draw
1475,Win
1476,Defeat
1477,Win
1478,Win
1479,Win
1480,Defeat
1481,Win
1482,Defeat
1483,Draw
1484,Win
1485,Win
1486,Defeat
1487,Draw
1488,Win
1489,Win
1490,Win
1491,Win
1492,Defeat
1493,Draw
1494,Win
1495,Draw
1496,Defeat
1497,Draw
1498,Defeat
1499,Win
1500,Win
1501,Win
1502,Win
1503,Win
1504,Win
1505,Draw
1506,Defeat
1507,Defeat
1508,Win
1509,Win
1510,Defeat
1511,Defeat
1512,Defeat
1513,Defeat
1514,Win
1515,Win
1516,Win
1517,Defeat
1518,Draw
1519,Draw
1520,Win
1521,Draw
1522,Win
1523,Win
1524,Win
1525,Defeat
1526,Defeat
1527,Draw
1528,Draw
1529,Win
1530,Defeat
1531,Win
1532,Defeat
1533,Defeat
1534,Defeat
1535,Win
1536,Defeat
1537,Win
1538,Defeat
1539,Defeat
1540,Draw
1541,Defeat
1542,Defeat
1543,Win
1544,Win
1545,Defeat
1546,Win
1547,Win
1548,Win
1549,Win
1550,Draw
1551,Defeat
1552,Draw
1553,Win
1554,Win
1555,Win
1556,Defeat
1557,Draw
1558,Win
1559,Defeat
1560,Draw
1561,Defeat
1562,Defeat
1563,Win
1564,Win
1565,Defeat
1566,Defeat
1567,Defeat
1568,Defeat
1569,Defeat
1570,Defeat
1571,Win
1572,Win
1573,Defeat
1574,Win
1575,Win
1576,Win
1577,Defeat
1578,Draw
1579,Draw
1580,Draw
1581,Win
1582,Draw
1583,Win
1584,Win
1585,Win
1586,Draw
1587,Win
1588,Defeat
1589,Draw
1590,Win
1591,Draw
1592,Draw
1593,Draw
1594,Win
1595,Defeat
1596,Defeat
1597,Win
1598,Draw
1599,Draw
1600,Win
1601,Win
1602,Win
1603,Win
1604,Win
1605,Win
1606,Draw
1607,Win
1608,Draw
1609,Draw
1610,Win
1611,Win
1612,Defeat
1613,Defeat
1614,Win
1615,Defeat
1616,Draw
1617,Draw
1618,Defeat
1619,Draw
1620,Draw
1621,Defeat
1622,Win
1623,Win
1624,Defeat
1625,Defeat
1626,Win
1627,Win
1628,Win
1629,Draw
1630,Draw
1631,Win
1632,Win
1633,Defeat
1634,Draw
1635,Draw
1636,Defeat
1637,Defeat
1638,Draw
1639,Draw
1640,Draw
1641,Win
1642,Defeat
1643,Win
1644,Win
1645,Win
1646,Draw
1647,Win
1648,Win
1649,Win
1650,Win
1651,Win
1652,Win
1653,Draw
1654,Draw
1655,Win
1656,Win
1657,Draw
1658,Defeat
1659,Win
1660,Draw
1661,Win
1662,Draw
1663,Win
1664,Defeat
1665,Draw
1666,Draw
1667,Draw
1668,Win
1669,Win
1670,Defeat
1671,Win
1672,Win
1673,Win
1674,Defeat
1675,Win
1676,Defeat
1677,Win
1678,Defeat
1679,Defeat
1680,Win
1681,Defeat
1682,Defeat
1683,Win
1684,Win
1685,Draw
1686,Draw
1687,Defeat
1688,Win
1689,Defeat
1690,Defeat
1691,Win
1692,Win
1693,Draw
1694,Win
1695,Draw
1696,Win
1697,Draw
1698,Draw
1699,Defeat
1700,Draw
1701,Draw
1702,Defeat
1703,Win
1704,Win
1705,Win
1706,Defeat
1707,Win
1708,Draw
1709,Draw
1710,Win
1711,Draw
1712,Draw
1713,Win
1714,Win
1715,Win
1716,Win
1717,Win
1718,Draw
1719,Draw
1720,Defeat
1721,Draw
1722,Win
1723,Win
1724,Draw
1725,Defeat
1726,Defeat
1727,Defeat
1728,Draw
1729,Win
1730,Win
1731,Draw
1732,Draw
1733,Win
1734,Win
1735,Draw
1736,Win
1737,Win
1738,Win
1739,Win
1740,Win
1741,Win
1742,Win
1743,Draw
1744,Draw
1745,Win
1746,Draw
1747,Win
1748,Win
1749,Win
1750,Defeat
1751,Win
1752,Win
1753,Win
1754,Win
1755,Defeat
1756,Defeat
1757,Draw
1758,Win
1759,Draw
1760,Win
1761,Defeat
1762,Win
1763,Win
1764,Defeat
1765,Defeat
1766,Win
1767,Defeat
1768,Win
1769,Win
1770,Defeat
1771,Defeat
1772,Defeat
1773,Win
1774,Win
1775,Draw
1776,Win
1777,Defeat
1778,Defeat
1779,Win
1780,Defeat
1781,Win
1782,Defeat
1783,Win
1784,Defeat
1785,Draw
1786,Win
1787,Win
1788,Defeat
1789,Win
1790,Draw
1791,Draw
1792,Win
1793,Win
1794,Defeat
1795,Draw
1796,Win
1797,Defeat
1798,Win
1799,Win
1800,Win
1801,Win
1802,Draw
1803,Draw
1804,Win
1805,Win
1806,Defeat
1807,Win
1808,Defeat
1809,Win
1810,Win
1811,Win
1812,Defeat
1813,Defeat
1814,Draw
1815,Win
1816,Win
1817,Defeat
1818,Draw
1819,Win
1820,Win
1821,Draw
1822,Defeat
1823,Win
1824,Draw
1825,Defeat
1826,Draw
1827,Win
1828,Win
1829,Draw
1830,Draw
1831,Win
1832,Win
1833,Draw
1834,Defeat
1835,Win
1836,Draw
1837,Draw
1838,Win
1839,Win
1840,Win
1841,Defeat
1842,Defeat
1843,Win
1844,Draw
1845,Defeat
1846,Draw
1847,Defeat
1848,Win
1849,Defeat
1850,Draw
1851,Win
1852,Win
1853,Win
1854,Defeat
1855,Draw
1856,Win
1857,Draw
1858,Draw
1859,Win
1860,Defeat
1861,Draw
1862,Win
1863,Win
1864,Win
1865,Win
1866,Win
1867,Defeat
1868,Win
1869,Win
1870,Win
1871,Win
1872,Win
1873,Defeat
1874,Win
1875,Win
1876,Draw
1877,Win
1878,Win
1879,Win
1880,Win
1881,Draw
1882,Draw
1883,Defeat
1884,Defeat
1885,Win
1886,Win
1887,Win
1888,Win
1889,Defeat
1890,Win
1891,Win
1892,Win
1893,Defeat
1894,Defeat
1895,Defeat
1896,Win
1897,Win
1898,Win
1899,Defeat
1900,Win
1901,Win
1902,Win
1903,Draw
1904,Defeat
1905,Win
1906,Win
1907,Win
1908,Win
1909,Win
1910,Defeat
1911,Defeat
1912,Win
1913,Defeat
1914,Win
1915,Defeat
1916,Draw
1917,Defeat
1918,Draw
1919,Draw
1920,Win
1921,Win
1922,Draw
1923,Win
1924,Draw
1925,Win
1926,Win
1927,Win
1928,Win
1929,Draw
1930,Win
1931,Win
1932,Win
1933,Draw
1934,Defeat
1935,Win
1936,Win
1937,Win
1938,Draw
1939,Win
1940,Draw
1941,Win
1942,Draw
1943,Draw
1944,Win
1945,Defeat
1946,Win
1947,Win
1948,Draw
1949,Win
1950,Win
1951,Win
1952,Defeat
1953,Win
1954,Defeat
1955,Win
1956,Defeat
1957,Win
1958,Win
1959,Win
1960,Draw
1961,Draw
1962,Win
1963,Draw
1964,Draw
1965,Draw
1966,Defeat
1967,Win
1968,Draw
1969,Draw
1970,Defeat
1971,Draw
1972,Win
1973,Win
1974,Draw
1975,Draw
1976,Defeat
1977,Draw
1978,Draw
1979,Defeat
1980,Win
1981,Win
1982,Defeat
1983,Win
1984,Defeat
1985,Win
1986,Draw
1987,Win
1988,Defeat
1989,Win
1990,Win
1991,Defeat
1992,Win
1993,Win
1994,Win
1995,Win
1996,Defeat
1997,Defeat
1998,Draw
1999,Win
2000,Draw
2001,Draw
2002,Draw
2003,Win
2004,Win
2005,Win
2006,Win
2007,Win
2008,Draw
2009,Win
2010,Defeat
2011,Draw
2012,Draw
2013,Win
2014,Draw
2015,Defeat
2016,Win
2017,Draw
2018,Win
2019,Draw
2020,Win
2021,Defeat
2022,Win
2023,Win
2024,Win
2025,Defeat
2026,Draw
2027,Defeat
2028,Draw
2029,Win
2030,Defeat
2031,Win
2032,Win
2033,Win
2034,Defeat
2035,Draw
2036,Defeat
2037,Defeat
2038,Defeat
2039,Defeat
2040,Win
2041,Win
2042,Win
2043,Defeat
2044,Draw
2045,Win
2046,Win
2047,Draw
2048,Win
2049,Win
2050,Defeat
2051,Defeat
2052,Defeat
2053,Defeat
2054,Win
2055,Draw
2056,Win
2057,Draw
2058,Defeat
2059,Defeat
2060,Draw
2061,Win
2062,Win
2063,Win
2064,Win
2065,Win
2066,Win
2067,Defeat
2068,Defeat
2069,Win
2070,Defeat
2071,Draw
2072,Win
2073,Draw
2074,Win
2075,Draw
2076,Defeat
2077,Defeat
2078,Win
2079,Win
2080,Win
2081,Draw
2082,Draw
2083,Draw
2084,Defeat
2085,Win
2086,Win
2087,Win
2088,Draw
2089,Win
2090,Win
2091,Win
2092,Draw
2093,Draw
2094,Defeat
2095,Win
2096,Win
2097,Defeat
2098,Defeat
2099,Win
2100,Win
2101,Defeat
2102,Draw
2103,Win
2104,Defeat
2105,Win
2106,Defeat
2107,Win
2108,Win
2109,Defeat
2110,Draw
2111,Win
2112,Draw
2113,Win
2114,Win
2115,Win
2116,Win
2117,Defeat
2118,Win
2119,Win
2120,Draw
2121,Defeat
2122,Draw
2123,Draw
2124,Win
2125,Win
2126,Draw
2127,Draw
2128,Draw
2129,Win
2130,Win
2131,Win
2132,Draw
2133,Draw
2134,Win
2135,Draw
2136,Defeat
2137,Win
2138,Draw
2139,Win
2140,Win
2141,Defeat
2142,Win
2143,Draw
2144,Win
2145,Defeat
2146,Win
2147,Defeat
2148,Win
2149,Win
2150,Win
2151,Defeat
2152,Win
2153,Draw
2154,Defeat
2155,Draw
2156,Draw
2157,Win
2158,Win
2159,Defeat
2160,Draw
2161,Defeat
2162,Win
2163,Draw
2164,Draw
2165,Win
2166,Win
2167,Win
2168,Draw
2169,Defeat
2170,Draw
2171,Win
2172,Win
2173,Win
2174,Win
2175,Draw
2176,Draw
2177,Win
2178,Win
2179,Win
2180,Win
2181,Defeat
2182,Draw
2183,Win
2184,Defeat
2185,Win
2186,Defeat
2187,Draw
2188,Defeat
2189,Win
2190,Draw
2191,Win
2192,Win
2193,Win
2194,Defeat
2195,Win
2196,Win
2197,Win
2198,Win
2199,Draw
2200,Draw
2201,Draw
2202,Defeat
2203,Win
2204,Draw
2205,Win
