,label
1061,2
1062,2
1063,1
1064,1
1065,0
1066,2
1067,2
1068,0
1069,2
1070,0
1071,1
1072,2
1073,1
1074,0
1075,0
1076,0
1077,0
1078,1
1079,2
1080,0
1081,1
1082,1
1083,0
1084,0
1085,0
1086,1
1087,2
1088,0
1089,0
1090,0
1091,0
1092,0
1093,1
1094,0
1095,1
1096,0
1097,0
1098,2
1099,1
1100,2
1101,0
1102,0
1103,1
1104,2
1105,2
1106,2
1107,0
1108,1
1109,1
1110,0
1111,0
1112,0
1113,2
1114,0
1115,1
1116,1
1117,0
1118,1
1119,2
1120,1
1121,1
1122,1
1123,2
1124,0
1125,0
1126,0
1127,1
1128,2
1129,0
1130,1
1131,0
1132,0
1133,0
1134,1
1135,2
1136,0
1137,0
1138,2
1139,0
1140,0
1141,1
1142,1
1143,0
1144,2
1145,1
1146,0
1147,0
1148,2
1149,0
1150,0
1151,0
1152,0
1153,2
1154,2
1155,2
1156,0
1157,2
1158,0
1159,2
1160,2
1161,0
1162,0
1163,0
1164,0
1165,0
1166,2
1167,1
1168,0
1169,2
1170,0
1171,2
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,1
1180,0
1181,0
1182,2
1183,2
1184,2
1185,0
1186,0
1187,0
1188,2
1189,0
1190,1
1191,1
1192,1
1193,1
1194,2
1195,1
1196,2
1197,2
1198,0
1199,1
1200,2
1201,0
1202,0
1203,0
1204,0
1205,1
1206,2
1207,1
1208,0
1209,1
1210,0
1211,2
1212,1
1213,0
1214,1
1215,2
1216,0
1217,1
1218,0
1219,1
1220,0
1221,0
1222,0
1223,0
1224,0
1225,2
1226,0
1227,1
1228,1
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,2
1236,0
1237,0
1238,2
1239,1
1240,0
1241,0
1242,0
1243,0
1244,1
1245,1
1246,1
1247,1
1248,0
1249,1
1250,2
1251,0
1252,1
1253,2
1254,2
1255,2
1256,1
1257,0
1258,1
1259,1
1260,2
1261,2
1262,1
1263,0
1264,2
1265,1
1266,0
1267,2
1268,0
1269,0
1270,2
1271,2
1272,1
1273,1
1274,2
1275,2
1276,1
1277,0
1278,2
1279,0
1280,1
1281,0
1282,1
1283,1
1284,2
1285,1
1286,2
1287,1
1288,2
1289,0
1290,2
1291,0
1292,2
1293,0
1294,2
1295,1
1296,1
1297,2
1298,0
1299,2
1300,0
1301,2
1302,1
1303,2
1304,0
1305,0
1306,0
1307,0
1308,0
1309,1
1310,0
1311,2
1312,2
1313,2
1314,1
1315,0
1316,1
1317,1
1318,0
1319,0
1320,0
1321,1
1322,0
1323,2
1324,0
1325,1
1326,1
1327,0
1328,1
1329,0
1330,0
1331,0
1332,0
1333,1
1334,2
1335,2
1336,1
1337,0
1338,1
1339,0
1340,0
1341,0
1342,0
1343,2
1344,2
1345,1
1346,0
1347,2
1348,0
1349,2
1350,1
1351,2
1352,0
1353,0
1354,0
1355,1
1356,0
1357,1
1358,0
1359,0
1360,0
1361,0
1362,1
1363,1
1364,2
1365,2
1366,0
1367,2
1368,0
1369,0
1370,2
1371,0
1372,2
1373,2
1374,2
1375,0
1376,0
1377,2
1378,0
1379,0
1380,2
1381,1
1382,0
1383,0
1384,1
1385,1
1386,1
1387,2
1388,2
1389,0
1390,2
1391,2
1392,1
1393,2
1394,2
1395,0
1396,1
1397,2
1398,0
1399,2
1400,2
1401,0
1402,2
1403,0
1404,0
1405,0
1406,1
1407,0
1408,0
1409,1
1410,1
1411,0
1412,1
1413,1
1414,0
1415,2
1416,1
1417,1
1418,0
1419,2
1420,1
1421,0
1422,2
1423,1
1424,2
1425,0
1426,0
1427,0
1428,0
1429,2
1430,1
1431,0
1432,2
1433,1
1434,2
1435,0
1436,0
1437,1
1438,0
1439,2
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,1
1447,0
1448,1
1449,0
1450,1
1451,2
1452,0
1453,2
1454,0
1455,1
1456,2
1457,2
1458,1
1459,0
1460,2
1461,0
1462,2
1463,0
1464,0
1465,0
1466,1
1467,2
1468,0
1469,0
1470,1
1471,2
1472,0
1473,0
1474,2
1475,0
1476,1
1477,0
1478,0
1479,0
1480,1
1481,0
1482,1
1483,2
1484,0
1485,0
1486,1
1487,2
1488,0
1489,0
1490,0
1491,0
1492,1
1493,2
1494,0
1495,2
1496,1
1497,2
1498,1
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,2
1506,1
1507,1
1508,0
1509,0
1510,1
1511,1
1512,1
1513,1
1514,0
1515,0
1516,0
1517,1
1518,2
1519,2
1520,0
1521,2
1522,0
1523,0
1524,0
1525,1
1526,1
1527,2
1528,2
1529,0
1530,1
1531,0
1532,1
1533,1
1534,1
1535,0
1536,1
1537,0
1538,1
1539,1
1540,2
1541,1
1542,1
1543,0
1544,0
1545,1
1546,0
1547,0
1548,0
1549,0
1550,2
1551,1
1552,2
1553,0
1554,0
1555,0
1556,1
1557,2
1558,0
1559,1
1560,2
1561,1
1562,1
1563,0
1564,0
1565,1
1566,1
1567,1
1568,1
1569,1
1570,1
1571,0
1572,0
1573,1
1574,0
1575,0
1576,0
1577,1
1578,2
1579,2
1580,2
1581,0
1582,2
1583,0
1584,0
1585,0
1586,2
1587,0
1588,1
1589,2
1590,0
1591,2
1592,2
1593,2
1594,0
1595,1
1596,1
1597,0
1598,2
1599,2
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,2
1607,0
1608,2
1609,2
1610,0
1611,0
1612,1
1613,1
1614,0
1615,1
1616,2
1617,2
1618,1
1619,2
1620,2
1621,1
1622,0
1623,0
1624,1
1625,1
1626,0
1627,0
1628,0
1629,2
1630,2
1631,0
1632,0
1633,1
1634,2
1635,2
1636,1
1637,1
1638,2
1639,2
1640,2
1641,0
1642,1
1643,0
1644,0
1645,0
1646,2
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,2
1654,2
1655,0
1656,0
1657,2
1658,1
1659,0
1660,2
1661,0
1662,2
1663,0
1664,1
1665,2
1666,2
1667,2
1668,0
1669,0
1670,1
1671,0
1672,0
1673,0
1674,1
1675,0
1676,1
1677,0
1678,1
1679,1
1680,0
1681,1
1682,1
1683,0
1684,0
1685,2
1686,2
1687,1
1688,0
1689,1
1690,1
1691,0
1692,0
1693,2
1694,0
1695,2
1696,0
1697,2
1698,2
1699,1
1700,2
1701,2
1702,1
1703,0
1704,0
1705,0
1706,1
1707,0
1708,2
1709,2
1710,0
1711,2
1712,2
1713,0
1714,0
1715,0
1716,0
1717,0
1718,2
1719,2
1720,1
1721,2
1722,0
1723,0
1724,2
1725,1
1726,1
1727,1
1728,2
1729,0
1730,0
1731,2
1732,2
1733,0
1734,0
1735,2
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,2
1744,2
1745,0
1746,2
1747,0
1748,0
1749,0
1750,1
1751,0
1752,0
1753,0
1754,0
1755,1
1756,1
1757,2
1758,0
1759,2
1760,0
1761,1
1762,0
1763,0
1764,1
1765,1
1766,0
1767,1
1768,0
1769,0
1770,1
1771,1
1772,1
1773,0
1774,0
1775,2
1776,0
1777,1
1778,1
1779,0
1780,1
1781,0
1782,1
1783,0
1784,1
1785,2
1786,0
1787,0
1788,1
1789,0
1790,2
1791,2
1792,0
1793,0
1794,1
1795,2
1796,0
1797,1
1798,0
1799,0
1800,0
1801,0
1802,2
1803,2
1804,0
1805,0
1806,1
1807,0
1808,1
1809,0
1810,0
1811,0
1812,1
1813,1
1814,2
1815,0
1816,0
1817,1
1818,2
1819,0
1820,0
1821,2
1822,1
1823,0
1824,2
1825,1
1826,2
1827,0
1828,0
1829,2
1830,2
1831,0
1832,0
1833,2
1834,1
1835,0
1836,2
1837,2
1838,0
1839,0
1840,0
1841,1
1842,1
1843,0
1844,2
1845,1
1846,2
1847,1
1848,0
1849,1
1850,2
1851,0
1852,0
1853,0
1854,1
1855,2
1856,0
1857,2
1858,2
1859,0
1860,1
1861,2
1862,0
1863,0
1864,0
1865,0
1866,0
1867,1
1868,0
1869,0
1870,0
1871,0
1872,0
1873,1
1874,0
1875,0
1876,2
1877,0
1878,0
1879,0
1880,0
1881,2
1882,2
1883,1
1884,1
1885,0
1886,0
1887,0
1888,0
1889,1
1890,0
1891,0
1892,0
1893,1
1894,1
1895,1
1896,0
1897,0
1898,0
1899,1
1900,0
1901,0
1902,0
1903,2
1904,1
1905,0
1906,0
1907,0
1908,0
1909,0
1910,1
1911,1
1912,0
1913,1
1914,0
1915,1
1916,2
1917,1
1918,2
1919,2
1920,0
1921,0
1922,2
1923,0
1924,2
1925,0
1926,0
1927,0
1928,0
1929,2
1930,0
1931,0
1932,0
1933,2
1934,1
1935,0
1936,0
1937,0
1938,2
1939,0
1940,2
1941,0
1942,2
1943,2
1944,0
1945,1
1946,0
1947,0
1948,2
1949,0
1950,0
1951,0
1952,1
1953,0
1954,1
1955,0
1956,1
1957,0
1958,0
1959,0
1960,2
1961,2
1962,0
1963,2
1964,2
1965,2
1966,1
1967,0
1968,2
1969,2
1970,1
1971,2
1972,0
1973,0
1974,2
1975,2
1976,1
1977,2
1978,2
1979,1
1980,0
1981,0
1982,1
1983,0
1984,1
1985,0
1986,2
1987,0
1988,1
1989,0
1990,0
1991,1
1992,0
1993,0
1994,0
1995,0
1996,1
1997,1
1998,2
1999,0
2000,2
2001,2
2002,2
2003,0
2004,0
2005,0
2006,0
2007,0
2008,2
2009,0
2010,1
2011,2
2012,2
2013,0
2014,2
2015,1
2016,0
2017,2
2018,0
2019,2
2020,0
2021,1
2022,0
2023,0
2024,0
2025,1
2026,2
2027,1
2028,2
2029,0
2030,1
2031,0
2032,0
2033,0
2034,1
2035,2
2036,1
2037,1
2038,1
2039,1
2040,0
2041,0
2042,0
2043,1
2044,2
2045,0
2046,0
2047,2
2048,0
2049,0
2050,1
2051,1
2052,1
2053,1
2054,0
2055,2
2056,0
2057,2
2058,1
2059,1
2060,2
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,1
2068,1
2069,0
2070,1
2071,2
2072,0
2073,2
2074,0
2075,2
2076,1
2077,1
2078,0
2079,0
2080,0
2081,2
2082,2
2083,2
2084,1
2085,0
2086,0
2087,0
2088,2
2089,0
2090,0
2091,0
2092,2
2093,2
2094,1
2095,0
2096,0
2097,1
2098,1
2099,0
2100,0
2101,1
2102,2
2103,0
2104,1
2105,0
2106,1
2107,0
2108,0
2109,1
2110,2
2111,0
2112,2
2113,0
2114,0
2115,0
2116,0
2117,1
2118,0
2119,0
2120,2
2121,1
2122,2
2123,2
2124,0
2125,0
2126,2
2127,2
2128,2
2129,0
2130,0
2131,0
2132,2
2133,2
2134,0
2135,2
2136,1
2137,0
2138,2
2139,0
2140,0
2141,1
2142,0
2143,2
2144,0
2145,1
2146,0
2147,1
2148,0
2149,0
2150,0
2151,1
2152,0
2153,2
2154,1
2155,2
2156,2
2157,0
2158,0
2159,1
2160,2
2161,1
2162,0
2163,2
2164,2
2165,0
2166,0
2167,0
2168,2
2169,1
2170,2
2171,0
2172,0
2173,0
2174,0
2175,2
2176,2
2177,0
2178,0
2179,0
2180,0
2181,1
2182,2
2183,0
2184,1
2185,0
2186,1
2187,2
2188,1
2189,0
2190,2
2191,0
2192,0
2193,0
2194,1
2195,0
2196,0
2197,0
2198,0
2199,2
2200,2
2201,2
2202,1
2203,0
2204,2
2205,0
2206,0
2207,0
2208,1
2209,0
2210,0
2211,2
2212,2
2213,2
2214,0
2215,0
2216,2
2217,2
2218,2
2219,0
2220,0
2221,1
2222,1
2223,0
2224,1
2225,1
2226,1
2227,0
2228,2
2229,1
2230,0
2231,0
2232,2
2233,0
2234,0
2235,1
2236,0
2237,0
2238,2
2239,1
2240,2
2241,1
2242,1
2243,0
2244,1
2245,2
2246,1
2247,2
2248,0
2249,2
2250,2
2251,0
2252,2
2253,0
2254,2
2255,0
2256,2
2257,1
2258,2
2259,0
2260,2
2261,1
2262,0
2263,1
2264,2
2265,0
2266,1
2267,0
2268,1
2269,2
2270,2
2271,2
2272,1
2273,1
2274,2
2275,0
2276,2
2277,0
2278,1
2279,2
2280,0
2281,0
2282,0
2283,2
2284,0
2285,2
2286,0
2287,2
2288,2
2289,2
2290,1
2291,0
2292,1
2293,0
2294,0
2295,2
2296,1
2297,1
2298,0
2299,0
2300,1
2301,2
2302,0
2303,1
2304,2
2305,2
2306,0
2307,2
2308,1
2309,2
2310,0
2311,1
2312,2
2313,1
2314,1
2315,0
2316,2
2317,1
2318,2
2319,0
2320,0
2321,1
2322,1
2323,0
2324,1
2325,0
2326,1
2327,2
2328,0
2329,0
2330,1
2331,0
2332,1
2333,0
2334,0
2335,1
2336,1
2337,2
2338,1
2339,0
2340,0
2341,2
2342,2
2343,1
2344,0
2345,2
2346,2
2347,0
2348,0
2349,1
2350,2
2351,1
2352,1
2353,1
2354,0
2355,0
2356,1
2357,2
2358,0
2359,1
2360,0
2361,0
2362,1
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,1
2370,1
2371,1
2372,2
2373,0
2374,0
2375,1
2376,0
2377,2
2378,1
2379,1
2380,2
2381,2
2382,2
2383,1
2384,1
2385,1
2386,0
2387,1
2388,2
2389,1
2390,2
2391,2
2392,0
2393,1
2394,2
2395,2
2396,2
2397,0
2398,2
2399,1
2400,0
2401,1
2402,2
2403,2
2404,0
2405,1
2406,1
2407,0
2408,1
2409,0
2410,1
2411,0
2412,2
2413,1
2414,2
2415,0
2416,1
2417,1
2418,1
2419,0
2420,0
2421,0
2422,1
2423,1
2424,1
2425,2
2426,0
2427,0
2428,2
2429,0
2430,0
2431,0
2432,2
2433,1
2434,1
2435,0
2436,2
2437,0
2438,0
2439,2
2440,0
2441,0
2442,1
2443,2
2444,0
2445,0
2446,2
2447,0
2448,1
2449,2
2450,1
2451,0
2452,0
2453,2
2454,2
2455,0
2456,0
2457,0
2458,1
2459,1
2460,1
2461,2
2462,1
2463,0
2464,1
2465,0
2466,0
2467,0
2468,1
2469,1
2470,0
2471,1
2472,0
2473,0
2474,0
2475,0
2476,2
2477,1
2478,1
2479,0
2480,0
2481,2
2482,2
2483,0
2484,1
2485,0
2486,2
2487,2
2488,0
2489,1
2490,0
2491,1
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,2
2499,0
2500,0
2501,1
2502,1
2503,0
2504,1
2505,1
2506,0
2507,0
2508,0
2509,2
2510,2
2511,1
2512,2
2513,1
2514,0
2515,0
2516,0
2517,0
2518,2
2519,1
2520,1
2521,0
2522,0
2523,0
2524,2
2525,1
2526,0
2527,0
2528,2
2529,0
2530,1
2531,1
2532,1
2533,1
2534,0
2535,0
2536,2
2537,0
2538,0
2539,0
2540,0
2541,1
2542,0
2543,1
2544,0
2545,2
2546,0
2547,2
2548,0
2549,2
2550,1
2551,0
2552,2
2553,1
2554,0
2555,2
2556,0
2557,0
2558,1
2559,0
2560,1
2561,1
2562,1
2563,1
2564,1
2565,0
2566,1
2567,2
2568,2
2569,0
2570,0
2571,2
2572,2
2573,0
2574,2
2575,0
2576,1
2577,2
2578,0
2579,0
2580,1
2581,0
2582,0
2583,0
2584,1
2585,2
2586,2
2587,2
2588,0
2589,2
2590,0
2591,2
2592,2
2593,1
2594,2
2595,0
2596,0
2597,0
2598,1
2599,0
2600,2
2601,0
2602,0
2603,0
2604,0
2605,2
2606,1
2607,0
2608,0
2609,0
2610,0
2611,1
2612,2
2613,2
2614,0
2615,1
2616,2
2617,0
2618,1
2619,1
2620,2
2621,0
2622,1
2623,0
2624,2
2625,0
2626,0
2627,0
2628,0
2629,1
2630,0
2631,0
2632,0
2633,0
2634,0
2635,0
2636,2
2637,2
2638,2
2639,1
2640,0
2641,1
2642,1
2643,1
2644,0
2645,0
2646,2
2647,0
2648,0
2649,1
2650,0
2651,0
2652,2
2653,0
2654,2
2655,0
2656,2
2657,0
2658,0
2659,1
2660,0
2661,1
2662,1
2663,1
2664,1
2665,2
2666,1
2667,0
2668,0
2669,2
2670,2
2671,0
2672,0
2673,0
2674,0
2675,1
2676,2
2677,0
2678,0
2679,1
2680,2
2681,2
2682,0
2683,0
2684,2
2685,1
2686,2
2687,1
2688,0
2689,2
2690,2
2691,1
2692,2
2693,0
2694,0
2695,1
2696,2
2697,2
2698,0
2699,1
2700,0
2701,1
2702,0
2703,0
2704,1
2705,0
2706,1
2707,0
2708,0
2709,2
2710,2
2711,2
2712,2
2713,0
2714,0
2715,0
2716,1
2717,2
2718,0
2719,0
2720,0
2721,0
2722,2
2723,0
2724,2
2725,0
2726,0
2727,1
2728,2
2729,2
2730,1
2731,1
2732,0
2733,2
2734,0
2735,0
2736,2
2737,1
2738,1
2739,0
2740,0
2741,2
2742,0
2743,0
2744,1
2745,0
2746,1
2747,1
2748,1
2749,2
2750,2
2751,1
2752,0
2753,1
2754,0
2755,0
2756,1
2757,2
2758,0
2759,2
2760,0
2761,0
2762,0
2763,0
2764,1
2765,2
2766,2
2767,0
2768,1
2769,1
2770,0
2771,1
2772,0
2773,2
2774,0
2775,1
2776,1
2777,2
2778,0
2779,0
2780,1
2781,0
2782,2
2783,0
2784,2
2785,1
2786,2
2787,0
2788,0
2789,2
2790,0
2791,1
2792,1
2793,1
2794,0
2795,1
2796,1
2797,0
2798,2
2799,1
2800,1
2801,0
2802,0
2803,1
2804,2
2805,2
2806,0
2807,1
2808,0
2809,1
2810,1
2811,1
2812,2
2813,2
2814,0
2815,2
2816,2
2817,0
2818,1
2819,0
2820,0
2821,0
2822,0
2823,1
2824,2
2825,0
2826,2
2827,2
2828,2
2829,1
2830,2
2831,1
2832,0
2833,2
2834,2
2835,2
2836,2
2837,2
2838,0
2839,0
2840,0
2841,2
2842,1
2843,2
2844,0
2845,2
2846,0
2847,1
2848,0
2849,2
2850,0
2851,0
2852,1
2853,0
2854,2
2855,0
2856,0
2857,1
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,1
2867,1
2868,0
2869,1
2870,1
2871,0
2872,0
2873,0
2874,1
2875,1
2876,2
2877,0
2878,0
2879,1
2880,2
2881,1
2882,0
2883,0
2884,0
2885,2
2886,0
2887,1
2888,0
2889,2
2890,0
2891,1
2892,0
2893,2
2894,1
2895,2
2896,2
2897,0
2898,0
2899,2
2900,0
2901,0
2902,0
2903,0
2904,0
2905,2
2906,2
2907,1
2908,1
2909,0
2910,0
2911,1
2912,0
2913,0
2914,0
2915,0
2916,1
2917,1
2918,0
2919,0
2920,0
2921,2
2922,1
2923,0
2924,2
2925,2
2926,1
2927,1
2928,2
2929,1
2930,0
2931,2
2932,2
2933,0
2934,0
2935,1
2936,2
2937,2
2938,1
2939,1
2940,1
2941,2
2942,0
2943,0
2944,1
2945,0
2946,2
2947,0
2948,2
2949,0
2950,2
2951,0
2952,0
2953,0
2954,0
2955,1
2956,2
2957,1
2958,0
2959,2
2960,1
2961,2
2962,1
2963,1
2964,1
2965,2
2966,2
2967,0
2968,1
2969,2
2970,0
2971,1
2972,0
2973,1
2974,0
2975,0
2976,1
2977,1
2978,1
2979,2
2980,0
2981,0
2982,1
2983,1
2984,2
2985,1
2986,0
2987,2
2988,0
2989,2
2990,0
2991,0
2992,2
2993,0
2994,0
2995,2
2996,2
2997,1
